,Design Option,Category,Family,Type,Family and Type,Type Id,Type Name,Family Name,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Phase Created,Phase Demolished,Height,Render Appearance,Elevation from Level,Type Comments,Area,Volume,Depth,Label,Material,Width,Toe Depth,Toe Height,Cabinet Material,Door/Drawer Material,Handle Material,Panel Face Material,Burner Material,Range Material,Base Level,Base Offset,Column Location Mark,Column Style,Moves With Grids,Room Bounding,Top Level,Top Offset,Length,Structural Material,Enable Analytical Model,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,b,h,Section Shape,Cross-Section Rotation,End Level Offset,Orientation,Reference Level,Reference Level Elevation,Start Level Offset,Work Plane,Elevation at Bottom,Elevation at Top,End Extension,Join Status,Start Extension,y Justification,y Offset Value,yz Justification,z Justification,z Offset Value,Cut Length,End Connection,Start Connection,Stick Symbol Location,Structural Usage,Height Offset From Level,Perimeter,Absorptance,Roughness,Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Mark,Bowl/Basin Material,Seat Material,Counter Height,Fixture Material,Sink Material,Length - Leg 1,Length - Leg 2,Sink Location,Sink Location To Wall,Sink Opening Depth,Sink Opening Width,Counter Thickness,Counter Top Material,Angle,Offset,Corner Mullion,Position,Profile,Width on side 1,Width on side 2,Trim Thickness,Trim Width,Frame Material,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Lateral Offset,Down arrow,Down label,Down text,Show Up arrow in all views,Up arrow,Up label,Up text,Maximum Riser Height,Minimum Tread Depth,Extend Below Base,Function,Landing Overlap,Monolithic Stairs,Underside of Winder,Break Symbol in Plan,Text Font,Text Size,Monolithic Material,Riser Material,Stringer Material,Tread Material,Begin with Riser,End with Riser,Riser Thickness,Riser Type,Riser to Tread Connection,Landing Carriage Height,Left Stringer,Middle Stringers,Open Stringer Offset,Right Stringer,Stringer Carriage Height,Stringer Height,Stringer Thickness,Trim Stringers at Top,Apply Nosing Profile,Nosing Length,Nosing Profile,Tread Thickness,Rebar Cover,Diameter,Offset Base,Offset Top,Seat/Back Material,Base Material,Top Material,Cushion Material,Center Width,Mattress Material,Drawer Material,Dresser Material,Knob Material,Tubing Material,Sofa Material,Desk-Body,Handle/Leg Material,Centre Piece,Chair Side Spacing,Leg Spacing Length,Leg Spacing Width,Leg Width,Table Height,Table Top Thickness,Vis - End Chairs,Keynote,Material Chair Covering,Material Chair Structure,Material Table,Extrusion End,Extrusion Start,Level Offset,Related to Mass,Fascia Depth,Rafter Cut,Slope,Default Thickness,Span Direction,Structural,Display in Hidden Views,Sill Height,Head Height,Wall Closure,Trim Projection Ext,Trim Projection Int,Type Mark,Door Material,Rail Width - Base,Rail Width - Top,Stile Width - Hinge,Stile Width - Latch,Trim Projection,Default Sill Height,Window Inset,Frame Exterior Material,Frame Interior Material,Glass Pane Material,Sash,Trim Projection - Ext.,Trim Projection - Int.,Trim Width - Exterior,Trim Width - Interior,Sash Material,Trim Exterior Material,Trim Interior Material,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Wrapping at Ends,Wrapping at Inserts,Rebar Cover - Exterior Face,Rebar Cover - Interior Face
289044,None,OST_Furniture,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,M_Dresser,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,1.60,,-5.90,,6.53 m²,1.32 m³,0.61,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289045,None,OST_Furniture,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,M_Dresser,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,1.60,,-5.90,,6.53 m²,1.32 m³,0.61,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296525,None,OST_Furniture,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,M_Dresser,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,1.60,,-11.60,,6.53 m²,1.32 m³,0.61,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434087,None,OST_Furniture,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,M_Dresser,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,1.60,,-11.60,,6.53 m²,1.32 m³,0.61,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434392,None,OST_Furniture,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,M_Dresser,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,1.60,,-0.20,,6.53 m²,1.32 m³,0.61,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434466,None,OST_Furniture,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,1220 x 1830 x 0610mm,M_Dresser,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,1.60,,-0.20,,6.53 m²,1.32 m³,0.61,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227721,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228881,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228921,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228923,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232216,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232218,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232221,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232223,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232268,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232270,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232273,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232275,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232320,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232322,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232325,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232327,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296528,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,,,-11.60,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434088,None,OST_Furniture,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,M_Chair-Breuer,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,,,-11.60,,0.49 m²,0.01 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227381,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228569,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,0.40,,-0.20,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228922,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,0.40,,-0.20,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232217,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 03 1kat,03 1kat,No,,None,New Construction,None,0.40,,-3.05,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232222,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 03 1kat,03 1kat,No,,None,New Construction,None,0.40,,-3.05,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232269,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,0.40,,-5.90,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232274,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,0.40,,-5.90,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232321,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 05 3kat,05 3kat,No,,None,New Construction,None,0.40,,-8.75,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232326,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 05 3kat,05 3kat,No,,None,New Construction,None,0.40,,-8.75,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296529,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,0.40,,-11.60,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433550,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,0.40,,-11.60,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
